System,6A_MBL,Abi2,AbiA,AbiAlpha,AbiB,AbiC,AbiD,AbiE,AbiH,AbiJ,AbiK,AbiL,AbiN,AbiO,AbiP2,AbiQ,AbiU,AbiV,All_UG,AspAB,Avs,Azaca,Belisama,Borvo,BREX,BstA,Bunzi,Butters_gp30_gp31,Butters_gp57r,CapRel,CasFinder,CBASS,Ceres,Cernunnos,CoCoNut,Damona,DarTG,Dazbog,dCTPdeaminase,DdmDE,Detocs,dGTPase,DISARM,Divona,Dnd,Dpd,DRT,Druantia,DS-1,DS-10,DS-11,DS-12B,DS-13,DS-14,DS-15,DS-16,DS-17,DS-18,DS-19,DS-2,DS-20,DS-22,DS-23,DS-24,DS-27,DS-28,DS-29,DS-3,DS-31,DS-32,DS-33,DS-34,DS-35,DS-36,DS-37,DS-38,DS-39,DS-4,DS-40,DS-41,DS-42,DS-43,DS-44,DS-45,DS-5,DS-6,DS-7,DS-8,DS-9,Dsr,Eleos,Epona,Erebus,Esos,FS_GIY_YIG,FS_HP,FS_HP_SDH_sah,FS_HsdR_like,Gabija,Gao_Ape,Gao_Her,Gao_Hhe,Gao_Iet,Gao_Mza,Gao_Ppl,Gao_Qat,Gao_RL,Gao_TerY,Gao_Tmn,Gao_Upx,GAPS1,GAPS2,GAPS4,GAPS6,gcu142,gcu167,gcu233,gcu24,gcuWGS21,Geb,Hachiman,HEC-01,HEC-02,HEC-03,HEC-04,HEC-05,HEC-06,HEC-07,HEC-09,Hma,Hna,Hypnos,JukAB,Kiwa,Lamassu-Fam,Lanthiphage,Lit,MADS,MazEF,Menshen,MMB_gp29_gp30,Mok_Hok_Sok,Mokosh,MqsRAC,Nantosuelta,Nemetona,NixI,NLR,Ogmios,Old_exonuclease,Olokun,Oshun,pAgo,Panchino_gp28,Paris,PD-Lambda-1,PD-Lambda-2,PD-Lambda-3,PD-Lambda-4,PD-Lambda-5,PD-Lambda-6,PD-T4-1,PD-T4-10,PD-T4-2,PD-T4-3,PD-T4-4,PD-T4-5,PD-T4-6,PD-T4-7,PD-T4-8,PD-T4-9,PD-T7-1,PD-T7-2,PD-T7-3,PD-T7-4,PD-T7-5,PfiAT,Pif,Prometheus,PrrC,PsyrTA,Pycsar,RADAR,Retron,RexAB,RloC,RM,RnlAB,RosmerTA,Rst_2TM_1TM_TIR,Rst_3HP,Rst_DUF4238,Rst_gop_beta_cll,Rst_HelicaseDUF2290,Rst_Hydrolase-3Tm,Rst_RT-nitrilase-Tm,Rst_TIR-NLR,SanaTA,SDIC1,SDIC3,SDIC4,SEFIR,Septu,Shango,Shedu,ShosTA,Sirona,SoFIC,SpbK,SspBCDE,Sucellos,TgvAB,Thoeris,Tiamat,TIR-I,TIR-III,TIR-IV,TIR-VII,Toutatis,Viperin,VP1826,VP1839,VP1851,VP1853,Wadjet,Zorya
Number of species found in ,1,4,1,1,1,12,26,26,23,26,1,15,2,12,21,24,25,14,1,1,26,18,1,19,24,27,10,1,1,25,26,27,1,1,1,1,25,18,26,1,23,22,20,1,26,23,27,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,23,1,1,1,19,20,5,19,27,18,24,19,27,16,25,26,18,16,27,11,19,5,22,20,1,1,1,1,1,1,27,1,1,1,1,1,1,1,1,1,26,1,12,27,27,1,20,20,27,25,1,27,26,11,1,1,1,25,1,22,24,1,22,1,25,26,24,23,19,26,12,13,15,14,22,19,27,6,21,18,12,24,27,22,24,24,23,23,1,27,18,23,19,27,25,27,27,21,27,1,27,8,14,25,23,18,15,23,1,1,1,25,27,26,27,25,1,22,3,20,1,1,27,14,1,1,1,1,1,1,1,1,1,1,21,24
