,T1,T2,direction,effect size,prevalence_T1,prevalence_T2,pval_naive,pval_bh,pval_by,pval_bonf
575,Retron_I_C,SanaTA,1,3.030645615139395,0.13601603682530256,0.2112257777117826,1.3906776233702275e-13,6.4405757432333665e-12,5.074336935555402e-11,2.0609842378346773e-10
571,Retron_I_C,Dpd,-1,2.948307153695721,0.13601603682530256,0.05456975276560992,2.391739644977796e-38,2.531827252755067e-36,1.9947509439041294e-35,3.544558153857094e-35
64,RM_Type_I,RM_Type_IV_1,1,2.8619966396372982,0.6987155690845646,0.23470562031331205,8.931868209759633e-63,2.647405737372755e-60,2.085811773996413e-59,1.3237028686863777e-59
657,CAS_Class1-Subtype-I-E,Lamassu-Mrr,-1,2.854902099320554,0.5630521939267948,0.16294825154057466,1.2351330884339987e-37,1.2203114913727907e-35,9.614469141305275e-35,1.8304672370591862e-34
542,BREX_I,DS-17,1,2.853533303262771,0.08146484520008909,0.10913950553121984,3.5633126529137165e-28,2.51468064362768e-26,1.9812416435739462e-25,5.280829351618128e-25
584,Retron_I_C,RM_Type_IIG_2,-1,2.835000421297132,0.13601603682530256,0.0657621204246789,1.0541034110510241e-35,9.763632844860112e-34,7.692474204954065e-33,1.5621812551776176e-32
680,PsyrTA,Lamassu-Mrr,1,2.779863123104952,0.3939973271957829,0.16294825154057466,4.773414410038087e-16,2.3580667185588147e-14,1.8578502176701064e-13,7.074200155676445e-13
215,Zorya_TypeII,MazEF,1,2.775361472058263,0.05993392234018858,0.8877793451629669,6.439922131129597e-52,1.0604405109260069e-49,8.354893517407242e-49,9.543964598334062e-49
331,MazEF,RM_Type_IIG_2,1,2.7609335303117084,0.8877793451629669,0.0657621204246789,5.560523366165191e-40,6.338996637428318e-38,4.994305797188806e-37,8.240695628656813e-37
615,Dpd,Lamassu-Mrr,-1,2.717809072635782,0.05456975276560992,0.16294825154057466,6.582469769629629e-28,4.4341909993595955e-26,3.493566423933046e-25,9.75522019859111e-25
608,Dpd,SanaTA,-1,2.607198253990221,0.05456975276560992,0.2112257777117826,6.545409553193132e-25,4.217520416448792e-23,3.322858154122272e-22,9.700296957832221e-22
644,AbiE,Lamassu-Mrr,1,2.5849220704414293,0.18371816764422005,0.16294825154057466,0.0002827780578915082,0.00432038228654861,0.03403899944098298,0.41907708179521513
576,Retron_I_C,PsyrTA,1,2.5674755045374424,0.13601603682530256,0.3939973271957829,0.00018372915162119692,0.0029278129322861707,0.02306736213498509,0.27228660270261384
674,SanaTA,PD-T7-4,-1,2.4141534852592414,0.2112257777117826,0.046235800727596706,5.009113040752399e-18,2.9694022105580222e-16,2.339503161558963e-15,7.423505526395055e-15
69,RM_Type_I,Lamassu-Mrr,1,2.3694521213942963,0.6987155690845646,0.16294825154057466,6.716833353214677e-45,8.295289191220126e-43,6.535610170930115e-42,9.954347029464151e-42
579,Retron_I_C,DS-17,-1,2.346119339433099,0.13601603682530256,0.10913950553121984,1.5908997960330558e-16,8.42040534900353e-15,6.634185448356537e-14,2.3577134977209885e-13
422,Septu,Retron_I_C,-1,2.3401076204007047,0.16716163041057241,0.13601603682530256,1.502729504711127e-14,7.184016535425453e-13,5.660071693070259e-12,2.2270451259818903e-11
574,Retron_I_C,CAS_Class1-Subtype-I-E,-1,2.3304327856428717,0.13601603682530256,0.5630521939267948,2.3870627837946902e-11,9.309544856799292e-10,7.334711864804598e-09,3.537627045583731e-08
727,Lamassu-Mrr,RM_Type_IIG_2,-1,2.2627640107251135,0.16294825154057466,0.0657621204246789,3.034717846620536e-11,1.1531927817158038e-09,9.08566090884703e-09,4.497451848691634e-08
228,Zorya_TypeII,Dpd,-1,2.2604194104057385,0.05993392234018858,0.05456975276560992,7.044216569493241e-13,3.163493623026965e-11,2.4924219785141117e-10,1.0439528955988985e-09
334,MazEF,PD-T7-4,1,2.1625689801996746,0.8877793451629669,0.046235800727596706,3.402728618984891e-16,1.7389116597708994e-14,1.3700364710583454e-13,5.042843813335608e-13
231,Zorya_TypeII,CAS_Class1-Subtype-I-E,1,2.155562357202699,0.05993392234018858,0.5630521939267948,0.00018593329144417172,0.002931416360853856,0.02309575247057714,0.2755531379202625
659,CAS_Class1-Subtype-I-E,RM_Type_IIG_2,1,2.1284076608058546,0.5630521939267948,0.0657621204246789,9.914023182382129e-05,0.0017491169471774185,0.013780769116787767,0.14692582356290315
239,Zorya_TypeII,Lamassu-Mrr,-1,2.0819988891547947,0.05993392234018858,0.16294825154057466,2.498597234919491e-12,1.089094441809025e-10,8.580649266000542e-10,3.7029211021506855e-09
649,AbiE,PD-T7-4,-1,2.072177598232006,0.18371816764422005,0.046235800727596706,2.1667855248001145e-10,7.832136945740902e-09,6.170706373549917e-08,3.2111761477537696e-07
637,AbiE,SanaTA,1,2.0688645458815853,0.18371816764422005,0.2112257777117826,0.0018891740818083246,0.0212102726457571,0.16710939237480818,1.0
270,Druantia_III,Lamassu-Mrr,-1,2.055260511506538,0.1011953374415324,0.16294825154057466,1.3653709984391906e-17,7.782614691103387e-16,6.1316892707539224e-15,2.0234798196868806e-14
663,SanaTA,PsyrTA,1,1.9815987566348263,0.2112257777117826,0.3939973271957829,0.0009844517011798315,0.012469721548277867,0.09824520532189439,1.0
617,Dpd,RM_Type_IIG_2,-1,1.9670659614192214,0.05456975276560992,0.0657621204246789,9.566503579169033e-11,3.5443895760821262e-09,2.792518504080483e-08,1.4177558304328506e-07
605,Dpd,BstA,1,1.9424820832237737,0.05456975276560992,0.04382285247605613,0.0009578074890155895,0.012343223467140032,0.09724856478697173,1.0
703,RnlAB,DS-1,-1,1.9371170780134603,0.03732645333729304,0.05306630039349618,2.954623305229687e-18,1.8244798909793317e-16,1.437453120352048e-15,4.378751738350396e-15
730,Lamassu-Mrr,PD-T7-4,-1,1.9139987432531995,0.16294825154057466,0.046235800727596706,6.299728268230445e-08,1.9053463864321468e-06,1.5011654127129076e-05,9.336197293517519e-05
321,MazEF,CAS_Class1-Subtype-I-E,1,1.8854567310157329,0.8877793451629669,0.5630521939267948,0.00011295295054907337,0.0019605003343974867,0.015446195581899268,0.16739627271372673
56,RM_Type_I,Retron_I_C,1,1.8740272922862828,0.6987155690845646,0.13601603682530256,8.36456898318292e-10,2.951497912637402e-08,2.3253969008975238e-07,1.239629123307709e-06
714,SDIC3,Lamassu-Mrr,-1,1.8625816706446305,0.19253470933254138,0.16294825154057466,2.6439093911525593e-28,1.9591368588440463e-26,1.5435453165945512e-25,3.9182737176880927e-25
642,AbiE,SDIC3,-1,1.8528797224723108,0.18371816764422005,0.19253470933254138,1.4098695224466483e-06,3.665660758361285e-05,0.0002888064440343112,0.002089426632265933
92,RM_Type_IV,Retron_I_C,1,1.8380154079898732,0.5162781201277007,0.13601603682530256,6.170026165722621e-09,1.987821473391505e-07,1.5661450661950839e-06,9.143978777600924e-06
606,Dpd,AbiE,-1,1.8328712267649354,0.05456975276560992,0.18371816764422005,1.775397763358892e-07,4.8724805283294035e-06,3.838881630831327e-05,0.0002631139485297878
619,Dpd,DS-1,1,1.8232577765584308,0.05456975276560992,0.05306630039349618,0.0016811516797073669,0.019358948305078328,0.15252336178356968,1.0
94,RM_Type_IV,Dpd,-1,1.8044418812525307,0.5162781201277007,0.05456975276560992,1.9214161457372362e-06,4.909549531004455e-05,0.0003868087188989048,0.002847538727982584
19,RM_Type_II,Retron_I_C,1,1.773147687491393,0.48999554532630485,0.13601603682530256,4.776199687576092e-09,1.5729617637750597e-07,1.2392895129796391e-06,7.0783279369877685e-06
631,BstA,DS-28,-1,1.7702263352576064,0.04382285247605613,0.09334397505382731,5.619607808389261e-12,2.37950250629511e-10,1.874738833500343e-09,8.328258772032886e-09
634,BstA,DS-1,1,1.7498408668214414,0.04382285247605613,0.05306630039349618,0.0007627755052289572,0.01009315445311888,0.07952094421300071,1.0
308,MazEF,PD-T4-3,1,1.74309776538182,0.8877793451629669,0.17644220060880542,4.278399224688003e-57,7.925734563734525e-55,6.244449136464248e-54,6.34058765098762e-54
525,PD-Lambda-1,Lamassu-Mrr,-1,1.7388874332914415,0.08623505828198084,0.16294825154057466,2.2215582349354236e-11,8.898241362633237e-10,7.010658147345789e-09,3.292349304174298e-08
318,MazEF,Dpd,1,1.7235088329370785,0.8877793451629669,0.05456975276560992,7.572756619195538e-05,0.0013855339888454057,0.010916207766754775,0.11222825309647788
611,Dpd,RnlAB,-1,1.7226220287732774,0.05456975276560992,0.03732645333729304,2.259506270734013e-05,0.0004716321539757475,0.003715848635782393,0.033485882932278076
586,Retron_I_C,DS-1,-1,1.7084524500081253,0.13601603682530256,0.05306630039349618,0.0001309818689294952,0.002205853747198999,0.01737926171523575,0.1941151297535119
710,DS-17,Ogmios,1,1.6800482270343808,0.10913950553121984,0.0832095923973569,8.504648395583221e-05,0.0015185408340065462,0.011964128906090745,0.12603888922254333
276,PrrC,MazEF,1,1.6782576452434639,0.19463211819734205,0.8877793451629669,1.3468862874600788e-49,1.9960854780158366e-47,1.5726560281917508e-46,1.996085478015837e-46
207,RloC,Lamassu-Mrr,-1,1.673004606258015,0.05859752023164303,0.16294825154057466,3.5593557007361877e-09,1.1988557155661433e-07,9.44542550297674e-07,5.274965148491031e-06
650,CAS_Class1-Subtype-I-E,SanaTA,-1,1.668243926868336,0.5630521939267948,0.2112257777117826,0.0004526795082988456,0.006577166973518522,0.05181953079288687,0.6708710312988891
580,Retron_I_C,SDIC3,-1,1.6514301479310338,0.13601603682530256,0.19253470933254138,1.530644913978728e-05,0.0003436993579570417,0.00270790441155891,0.02268415762516475
58,RM_Type_I,Dpd,-1,1.5904998076704742,0.6987155690845646,0.05456975276560992,0.0003475928801894393,0.005151326484407491,0.040585760169650334,0.515132648440749
734,DS-28,PD-T7-4,-1,1.5768065171755061,0.09334397505382731,0.046235800727596706,1.2023025993470244e-08,3.7910903238984897e-07,2.986886642362053e-06,1.78181245223229e-05
536,BREX_I,AbiE,1,1.5242613454533296,0.08146484520008909,0.18371816764422005,0.008308846141571763,0.06884093203185469,0.5423771072862639,1.0
561,RM_Type_III,DS-17,1,1.5217480877517984,0.1276449625064964,0.10913950553121984,0.0010252925908939754,0.012768769913486315,0.10060131792050638,1.0
237,Zorya_TypeII,SDIC3,1,1.4877795609029945,0.05993392234018858,0.19253470933254138,2.0598260666382042e-08,6.359712980745456e-07,5.010627584285905e-06,3.052662230757819e-05
150,CBASS_I,MazEF,1,1.4745338131013437,0.19114262380280644,0.8877793451629669,5.466338796364433e-17,3.0004126282267e-15,2.3639353418541015e-14,8.10111409621209e-14
259,Druantia_III,Dpd,-1,1.471917385303332,0.1011953374415324,0.05456975276560992,0.0006134541427005115,0.008741721533482289,0.06887340856800464,0.909139039482158
344,RosmerTA,Retron_I_C,-1,1.4662794584106562,0.10141807112629,0.13601603682530256,0.0007472798538437923,0.01009315445311888,0.07952094421300071,1.0
312,MazEF,Hachiman,1,1.4622596581124507,0.8877793451629669,0.05739104610587274,2.9134334091726122e-05,0.000599681710054696,0.004724712777587638,0.043177083123938115
716,SDIC3,RM_Type_IIG_2,1,1.4525558328252606,0.19253470933254138,0.0657621204246789,4.141998719696452e-05,0.0008076897503408081,0.006363545894060576,0.061384421025901414
585,Retron_I_C,Ogmios,-1,1.4368632827289294,0.13601603682530256,0.0832095923973569,0.0002255210219608185,0.003481480776520136,0.027429545430441977,0.334222154545933
43,RM_Type_I,Druantia_III,1,1.435424088677257,0.6987155690845646,0.1011953374415324,7.464686002936843e-12,3.072962404542334e-10,2.42109514003076e-09,1.1062664656352402e-08
729,Lamassu-Mrr,DS-1,-1,1.4277523275871427,0.16294825154057466,0.05306630039349618,1.2181737253390643e-05,0.0002777436093773067,0.002188258801487512,0.018053334609524935
218,Zorya_TypeII,PD-T4-3,1,1.4275331002554958,0.05993392234018858,0.17644220060880542,0.00014546403670504231,0.002368985740624975,0.018664529884749793,0.2155777023968727
353,RosmerTA,RnlAB,-1,1.4129464801540494,0.10141807112629,0.03732645333729304,4.4410169826467264e-05,0.0008437932267028781,0.0066479943826890635,0.06581587168282449
189,RloC,Shango,1,1.4084756325550847,0.05859752023164303,0.07097780087608582,0.0001946071811432863,0.003035872025835267,0.023918727403369523,0.2884078424543503
662,CAS_Class1-Subtype-I-E,PD-T7-4,1,1.3930891591584773,0.5630521939267948,0.046235800727596706,0.011042532709173238,0.08458764996965086,0.6664407867321289,1.0
62,RM_Type_I,SanaTA,1,1.3824261227045844,0.6987155690845646,0.2112257777117826,4.3024346053029026e-05,0.0008280789720855716,0.00652418647203279,0.06376208085058901
224,Zorya_TypeII,BREX_I,-1,1.3818317027873772,0.05993392234018858,0.08146484520008909,1.9885772388937687e-05,0.00042101020972008075,0.0033170134823319684,0.029470714680405654
311,MazEF,Shango,1,1.3720625575517202,0.8877793451629669,0.07097780087608582,6.694248151106263e-08,1.9841751519878964e-06,1.563272238653745e-05,9.920875759939482e-05
262,Druantia_III,CAS_Class1-Subtype-I-E,1,1.3680646746057625,0.1011953374415324,0.5630521939267948,0.006526892363939614,0.058420521256203346,0.4602778084183005,1.0
255,Druantia_III,BREX_I,-1,1.3573189990708523,0.1011953374415324,0.08146484520008909,8.87729695911217e-08,2.5796380575302428e-06,2.0324196465576447e-05,0.00013156154093404236
497,Hachiman,SanaTA,-1,1.3543467244043845,0.05739104610587274,0.2112257777117826,0.0007613326559881849,0.01009315445311888,0.07952094421300071,1.0
412,PD-T4-3,RM_Type_IIG_2,1,1.353368465550928,0.17644220060880542,0.0657621204246789,0.0001661694796501665,0.0026767735743646387,0.021089498141198988,0.24626316884154678
65,RM_Type_I,RnlAB,1,1.3485523112714717,0.6987155690845646,0.03732645333729304,1.2194195632814803e-06,3.22710677282706e-05,0.0002542540876029878,0.001807179792783154
553,RM_Type_III,Dpd,-1,1.3452499893912468,0.1276449625064964,0.05456975276560992,1.944523140725785e-05,0.0004193212110816029,0.0033037063673829123,0.02881783294555613
667,SanaTA,SDIC3,-1,1.332134660990084,0.2112257777117826,0.19253470933254138,7.895608658025671e-06,0.00019502153385323408,0.0015365163176597032,0.011701292031194044
638,AbiE,PsyrTA,1,1.324970613590479,0.18371816764422005,0.3939973271957829,0.02204718403378608,0.12965843943678956,1.0,1.0
704,RnlAB,PD-T7-4,-1,1.3237926706345404,0.03732645333729304,0.046235800727596706,0.0025208555194125965,0.02726940058225889,0.2148474485846885,1.0
100,RM_Type_IV,RM_Type_IV_1,-1,1.3230854355048707,0.5162781201277007,0.23470562031331205,0.0003455312734190206,0.005151326484407491,0.040585760169650334,0.5120773472069885
436,Septu,DS-28,1,1.3198769356536222,0.16716163041057241,0.09334397505382731,0.0010052954043903166,0.01262582872293601,0.09947512704605897,1.0
496,Hachiman,CAS_Class1-Subtype-I-E,1,1.3098372408886427,0.05739104610587274,0.5630521939267948,0.008162210893345324,0.06872952581782825,0.5414993710570475,1.0
367,Mokosh_TypeII,Hachiman,-1,1.307842960734484,0.19156953003192517,0.05739104610587274,8.858067187341786e-06,0.00021173638018775044,0.0016682075910935724,0.013127655571640527
232,Zorya_TypeII,SanaTA,-1,1.2916384224711828,0.05993392234018858,0.2112257777117826,0.0028490015079445296,0.030375685142257504,0.2393209352783381,1.0
604,Gao_Tmn,PD-T7-4,-1,1.266941768748905,0.10472195411686094,0.046235800727596706,3.183650161815251e-05,0.00063759047835273,0.005023384621262835,0.04718169539810202
517,PD-Lambda-1,CAS_Class1-Subtype-I-E,1,1.2653846876772896,0.08623505828198084,0.5630521939267948,0.0013481469195411012,0.01611253011903155,0.12694580417620308,1.0
635,BstA,PD-T7-4,1,1.2595472028406114,0.04382285247605613,0.046235800727596706,0.02281753030101291,0.1321886441059875,1.0,1.0
616,Dpd,DS-28,-1,1.2528925890826175,0.05456975276560992,0.09334397505382731,0.0003916887100516213,0.005747353151450522,0.045281675956884086,0.5804826682965027
32,RM_Type_II,Lamassu-Mrr,1,1.2489161536779945,0.48999554532630485,0.16294825154057466,1.9523052337807424e-05,0.0004193212110816029,0.0033037063673829123,0.0289331635646306
102,RM_Type_IV,DS-17,-1,1.2484809968431816,0.5162781201277007,0.10913950553121984,0.0011794521225249157,0.014327442996573157,0.11288163681012306,1.0
357,RosmerTA,Lamassu-Mrr,-1,1.2443990976244517,0.10141807112629,0.16294825154057466,0.0007577746900740842,0.01009315445311888,0.07952094421300071,1.0
332,MazEF,Ogmios,-1,1.2418065537902319,0.8877793451629669,0.0832095923973569,7.561097577340645e-05,0.0013855339888454057,0.010916207766754775,0.11205546609618837
330,MazEF,DS-28,1,1.2280771564091737,0.8877793451629669,0.09334397505382731,3.071310730262961e-05,0.0006235181509931107,0.00491251296422943,0.04551682502249708
671,SanaTA,RM_Type_IIG_2,-1,1.2200384353184002,0.2112257777117826,0.0657621204246789,0.006376349111419946,0.05782832003062121,0.4556120321398214,1.0
648,AbiE,DS-1,-1,1.2131585272859027,0.18371816764422005,0.05306630039349618,0.0066228780610689125,0.058420521256203346,0.4602778084183005,1.0
567,RM_Type_III,Ogmios,1,1.2106695605098037,0.1276449625064964,0.0832095923973569,8.028317925286646e-06,0.00019504864205368538,0.0015367298950606848,0.011897967165274808
390,PD-T4-3,Septu,-1,1.2053543034803478,0.17644220060880542,0.16716163041057241,9.149144394053022e-10,3.153263253950367e-08,2.484361776796232e-07,1.3559031991986579e-06
296,PrrC,RnlAB,-1,1.1992185981028112,0.19463211819734205,0.03732645333729304,1.0015204029693473e-07,2.85433314846264e-06,2.2488436902308327e-05,0.00014842532372005726
60,RM_Type_I,AbiE,1,1.1987631849726046,0.6987155690845646,0.18371816764422005,0.007877202450287855,0.06670865160758058,0.5255775077702989,1.0
521,PD-Lambda-1,RnlAB,-1,1.1986425452060314,0.08623505828198084,0.03732645333729304,3.675281490818108e-05,0.0007262356225856581,0.005721793191352816,0.05446767169392436
289,PrrC,Dpd,-1,1.1939935750876165,0.19463211819734205,0.05456975276560992,0.0007550811372029106,0.01009315445311888,0.07952094421300071,1.0
429,Septu,PsyrTA,1,1.1915878113152925,0.16716163041057241,0.3939973271957829,0.017514783157011753,0.1099869010114043,0.8665538866083672,1.0
88,RM_Type_IV,Hachiman,1,1.1884416854663393,0.5162781201277007,0.05739104610587274,0.00012147665198567869,0.0020692919338250095,0.016303332044944857,0.1800283982427758
105,RM_Type_IV,Lamassu-Mrr,1,1.1764406537509877,0.5162781201277007,0.16294825154057466,0.0016861535694040824,0.019358948305078328,0.15252336178356968,1.0
719,SDIC3,PD-T7-4,1,1.1692178450895665,0.19253470933254138,0.046235800727596706,0.005053381243366474,0.04863059092642282,0.383145876352892,1.0
23,RM_Type_II,AbiE,1,1.1684218535748718,0.48999554532630485,0.18371816764422005,0.004347942025845942,0.04267317935300454,0.33620921293570927,1.0
516,PD-Lambda-1,AbiE,-1,1.158476652908136,0.08623505828198084,0.18371816764422005,0.010228265103148585,0.07978046780455897,0.6285664366914557,1.0
376,Mokosh_TypeII,CAS_Class1-Subtype-I-E,-1,1.1519835759578563,0.19156953003192517,0.5630521939267948,0.0007761425775317224,0.010179144246920466,0.08019843207148387,1.0
98,RM_Type_IV,SanaTA,1,1.1462810418333094,0.5162781201277007,0.2112257777117826,0.0010687519825575867,0.013199086984586196,0.10399165737917397,1.0
369,Mokosh_TypeII,BREX_I,-1,1.146023632696704,0.19156953003192517,0.08146484520008909,3.3553915289865717e-06,8.428288552471355e-05,0.0006640396388515001,0.0049726902459580995
685,PsyrTA,PD-T7-4,-1,1.1442990623122007,0.3939973271957829,0.046235800727596706,0.01217553223677463,0.09113201401464646,0.7180018730653367,1.0
244,Zorya_TypeII,PD-T7-4,-1,1.1398018224722797,0.05993392234018858,0.046235800727596706,0.006230231924136054,0.057349091376208895,0.4518363329498603,1.0
572,Retron_I_C,BstA,-1,1.1390560377300605,0.13601603682530256,0.04382285247605613,0.008483073614108749,0.06925030127881901,0.5456024051058477,1.0
430,Septu,RM_Type_IV_1,1,1.136699198138918,0.16716163041057241,0.23470562031331205,0.015862134490736337,0.10401629785518253,0.8195132906570028,1.0
423,Septu,Gao_Tmn,1,1.1357060149262925,0.16716163041057241,0.10472195411686094,0.0005125920150676011,0.007375353071166843,0.05810820025073623,0.7596613663301849
498,Hachiman,PsyrTA,-1,1.1276430199868985,0.05739104610587274,0.3939973271957829,0.0121747292698365,0.09113201401464646,0.7180018730653367,1.0
164,CBASS_I,BstA,-1,1.1260233719163604,0.19114262380280644,0.04382285247605613,0.0007212385264377655,0.009989490618511855,0.07870420787482411,1.0
551,RM_Type_III,Retron_I_C,-1,1.1108703851742308,0.1276449625064964,0.13601603682530256,0.0039805860793008414,0.039592138050495614,0.31193461031541014,1.0
432,Septu,DS-17,1,1.1040439137933689,0.16716163041057241,0.10913950553121984,0.021987601400054048,0.12965843943678956,1.0,1.0
673,SanaTA,DS-1,-1,1.0956955810901994,0.2112257777117826,0.05306630039349618,0.0035411726724963767,0.036957872539715705,0.29118002048940883,1.0
265,Druantia_III,RM_Type_IV_1,-1,1.0951673415182572,0.1011953374415324,0.23470562031331205,0.008636475725369637,0.06994129521856722,0.5510465396219166,1.0
386,Mokosh_TypeII,RM_Type_IIG_2,-1,1.0931347228407886,0.19156953003192517,0.0657621204246789,0.0025013331553276124,0.02726940058225889,0.2148474485846885,1.0
475,Shango,SanaTA,1,1.0894423634793573,0.07097780087608582,0.2112257777117826,0.016586054244137245,0.10640923112472465,0.838366495957343,1.0
327,MazEF,SDIC3,1,1.0871527350807815,0.8877793451629669,0.19253470933254138,3.5335639522402146e-07,9.52134868585454e-06,7.501585764858687e-05,0.0005236741777219998
346,RosmerTA,Dpd,1,1.081071227609593,0.10141807112629,0.05456975276560992,0.027910232701605683,0.15491747139992368,1.0,1.0
508,Hachiman,DS-1,-1,1.0809371619831325,0.05739104610587274,0.05306630039349618,0.0025126027289813857,0.02726940058225889,0.2148474485846885,1.0
275,Druantia_III,PD-T7-4,-1,1.0792044942619994,0.1011953374415324,0.046235800727596706,0.009530054030230588,0.07593301114409534,0.598253476766016,1.0
127,Kiwa,Retron_I_C,-1,1.0722314497477852,0.06940010394238622,0.13601603682530256,0.006087110102265951,0.05673646019847886,0.4470095951907486,1.0
621,BstA,AbiE,-1,1.0716996434122654,0.04382285247605613,0.18371816764422005,0.014095752301841735,0.09602711082846264,0.7565688763205408,1.0
25,RM_Type_II,SanaTA,1,1.0581814971963495,0.48999554532630485,0.2112257777117826,0.0003460321609553251,0.005151326484407491,0.040585760169650334,0.5128196625357918
161,CBASS_I,Retron_I_C,1,1.0566697471114572,0.19114262380280644,0.13601603682530256,0.011395815282394868,0.08616631759443466,0.6788786366337037,1.0
217,Zorya_TypeII,Mokosh_TypeII,-1,1.056370698613393,0.05993392234018858,0.19156953003192517,0.0017440685507161807,0.01973060757375099,0.15545155396646357,1.0
491,Hachiman,Retron_I_C,-1,1.0496140868855397,0.05739104610587274,0.13601603682530256,0.01685693402381109,0.10768093199693117,0.8483858466552915,1.0
317,MazEF,Gao_Tmn,1,1.044951187406688,0.8877793451629669,0.10472195411686094,1.916976806101193e-05,0.0004193212110816029,0.0033037063673829123,0.028409596266419677
712,DS-17,PD-T7-4,-1,1.0447535662579885,0.10913950553121984,0.046235800727596706,0.012910011761813753,0.09248692527718552,0.7286768135333923,1.0
613,Dpd,SDIC3,-1,1.0412413677799477,0.05456975276560992,0.19253470933254138,0.001503484107387499,0.01754459407203365,0.13822860760946865,1.0
547,BREX_I,RM_Type_IIG_2,-1,1.0332591331100132,0.08146484520008909,0.0657621204246789,0.0032598272030214762,0.034262864644523605,0.2699468595898504,1.0
124,Kiwa,PD-Lambda-1,1,1.0318089239839405,0.06940010394238622,0.08623505828198084,0.0009716595216390957,0.012413788026458102,0.09780452183796218,1.0
695,RM_Type_IV_1,PD-T7-4,1,1.0251216936467664,0.23470562031331205,0.046235800727596706,0.05141567471644186,0.22956605011501166,1.0,1.0
149,CBASS_I,PrrC,1,1.0225081546205872,0.19114262380280644,0.19463211819734205,0.00011376722588271514,0.0019605003343974867,0.015446195581899268,0.16860302875818384
28,RM_Type_II,RnlAB,-1,1.0205710716345386,0.48999554532630485,0.03732645333729304,5.1439880955489506e-05,0.0009649861212156385,0.007602836939426444,0.07623390357603545
329,MazEF,Lamassu-Mrr,-1,1.018052133986393,0.8877793451629669,0.16294825154057466,0.02283420572950931,0.1321886441059875,1.0,1.0
426,Septu,AbiE,-1,1.016868102608623,0.16716163041057241,0.18371816764422005,0.020394805822578355,0.1228662692238257,0.9680265754368012,1.0
504,Hachiman,Lamassu-Mrr,-1,1.0165851400319443,0.05739104610587274,0.16294825154057466,0.014125445452499902,0.09602711082846264,0.7565688763205408,1.0
198,RloC,AbiE,-1,1.0057076272212853,0.05859752023164303,0.18371816764422005,0.02270715134977996,0.1321886441059875,1.0,1.0
61,RM_Type_I,CAS_Class1-Subtype-I-E,-1,0.9998649092335642,0.6987155690845646,0.5630521939267948,0.0044840053191885255,0.043719051862088125,0.3444493295251316,1.0
63,RM_Type_I,PsyrTA,1,0.9949178645774419,0.6987155690845646,0.3939973271957829,0.012851857714404124,0.09248692527718552,0.7286768135333923,1.0
163,CBASS_I,Dpd,-1,0.9944344043436951,0.19114262380280644,0.05456975276560992,0.004327545107310187,0.04267317935300454,0.33620921293570927,1.0
15,RM_Type_II,Hachiman,-1,0.9885156840433332,0.48999554532630485,0.05739104610587274,0.00013692756204395414,0.0022547405216571115,0.017764425984988487,0.20292664694914003
534,BREX_I,Dpd,-1,0.9796117061740349,0.08146484520008909,0.05456975276560992,0.007808508304495976,0.06650695004174159,0.5239883614791906,1.0
80,RM_Type_IV,PrrC,1,0.9747925890041038,0.5162781201277007,0.19463211819734205,1.4554442349755284e-07,4.069751615535346e-06,3.206435536907402e-05,0.00021569683562337332
495,Hachiman,AbiE,-1,0.9736046453277405,0.05739104610587274,0.18371816764422005,0.021371756973347103,0.12823054184008262,1.0,1.0
581,Retron_I_C,Mokosh_Type_I_A,-1,0.9699100917650907,0.13601603682530256,0.052193926794862275,0.01107287725648601,0.08458764996965086,0.6664407867321289,1.0
101,RM_Type_IV,RnlAB,1,0.9684755882412732,0.5162781201277007,0.03732645333729304,0.0058576476606922966,0.055293209128318366,0.4356386518084127,1.0
681,PsyrTA,DS-28,1,0.96789178321338,0.3939973271957829,0.09334397505382731,0.03408500183435931,0.1772420095386684,1.0,1.0
737,RM_Type_IIG_2,PD-T7-4,-1,0.9610777578249452,0.0657621204246789,0.046235800727596706,0.024159414271559616,0.13931615544922704,1.0,1.0
110,RM_Type_IV,PD-T7-4,-1,0.9557447694355735,0.5162781201277007,0.046235800727596706,0.013633219439390387,0.09441322994942315,0.7438535917239725,1.0
229,Zorya_TypeII,BstA,-1,0.9528451561622591,0.05993392234018858,0.04382285247605613,0.01496517398032745,0.10081085381293309,0.7942585560697553,1.0
358,RosmerTA,DS-28,1,0.952607403250146,0.10141807112629,0.09334397505382731,0.012728635757263546,0.09246979506012047,0.7285418496782453,1.0
47,RM_Type_I,Mokosh_TypeII,1,0.9513694169625239,0.6987155690845646,0.19156953003192517,1.1991192990426953e-05,0.0002776710626845741,0.0021876872278003743,0.017770948011812743
222,Zorya_TypeII,Hachiman,-1,0.9511304943279745,0.05993392234018858,0.05739104610587274,0.022311021096874113,0.13069143583228235,1.0,1.0
166,CBASS_I,CAS_Class1-Subtype-I-E,-1,0.9504386394185641,0.19114262380280644,0.5630521939267948,0.0014345476956816893,0.017007997480002108,0.13400092360264748,1.0
614,Dpd,Mokosh_Type_I_A,-1,0.947798764768544,0.05456975276560992,0.052193926794862275,0.010811480036931264,0.0834511115350632,0.6574863404415691,1.0
261,Druantia_III,AbiE,-1,0.9455907942098253,0.1011953374415324,0.18371816764422005,0.027723380596655745,0.15455764347295245,1.0,1.0
